conditionId	conditionName	Fsk_level	Fsk_time	H89_level	H89_time	IBMX_level	IBMX_time	Rp8_Br_cAMPS_pAB_level	Rp8_Br_cAMPS_pAB_time	Rp8_pCPT_cAMPS_pAB_level	Rp8_pCPT_cAMPS_pAB_time	Rp_cAMPS_pAB_level	Rp_cAMPS_pAB_time	Sp8_Br_cAMPS_AM_level	Sp8_Br_cAMPS_AM_time	fourABnOH_level	fourABnOH_time	Fentanyl_level	Fentanyl_time	DAMGO_level	DAMGO_time	fiveHT_level	fiveHT_time
model1_data27_4	JI09_150302_Drg345_343_CycNuc__4_ABnOH_and_Fsk	10	60	0	0	0	0	0	0	0	0	0	0	0	0	1	53	0	0	0	0	0	0
model1_data27_5	JI09_150302_Drg345_343_CycNuc__4_ABnOH_and_Fsk	10	60	0	0	0	0	0	0	0	0	0	0	0	0	1	54	0	0	0	0	0	0
model1_data28	JI09_150302_Drg345_343_CycNuc__4_ABnOH_and_Fsk	10	60	0	0	0	0	0	0	0	0	0	0	0	0	1	55	0	0	0	0	0	0
model1_data28_1	JI09_150302_Drg345_343_CycNuc__4_ABnOH_and_Fsk	10	60	0	0	0	0	0	0	0	0	0	0	0	0	1	56	0	0	0	0	0	0
model1_data28_2	JI09_150302_Drg345_343_CycNuc__4_ABnOH_and_Fsk	10	60	0	0	0	0	0	0	0	0	0	0	0	0	1	57	0	0	0	0	0	0
model1_data28_3	JI09_150302_Drg345_343_CycNuc__4_ABnOH_and_Fsk	10	60	0	0	0	0	0	0	0	0	0	0	0	0	1	58	0	0	0	0	0	0
model1_data29	JI09_150302_Drg345_343_CycNuc__4_ABnOH_and_Fsk	10	60	0	0	0	0	0	0	0	0	0	0	0	0	1	59	0	0	0	0	0	0
model1_data30	JI09_150302_Drg345_343_CycNuc__4_ABnOH_and_Fsk	10	60	0	0	0	0	0	0	0	0	0	0	0	0	1	60	0	0	0	0	0	0
model1_data31	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data31_1	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data31_2	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data31_3	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data31_4	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data31_5	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data31_6	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data31_7	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data31_8	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data31_9	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data32	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data32_1	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data32_2	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data32_3	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data32_4	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data32_5	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data32_6	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data32_7	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data33	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data33_1	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data33_2	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data33_3	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data33_4	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data33_5	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data34	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data34_1	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data34_2	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data34_3	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data35	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data36	JI09_150302_Drg345_343_CycNuc__Rp8_Br_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	10	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data37	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data37_1	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	0.5	0	0	0	0	0	0	0	0	0	0	0	0
model1_data37_2	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0
model1_data37_3	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0
model1_data37_4	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0
model1_data37_5	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0
model1_data37_6	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0
model1_data37_7	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	15	0	0	0	0	0	0	0	0	0	0	0	0
model1_data37_8	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0	0	0	0	0	0
model1_data37_9	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	25	0	0	0	0	0	0	0	0	0	0	0	0
model1_data38	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	30	0	0	0	0	0	0	0	0	0	0	0	0
model1_data38_1	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	32	0	0	0	0	0	0	0	0	0	0	0	0
model1_data38_2	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	34	0	0	0	0	0	0	0	0	0	0	0	0
model1_data38_3	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	36	0	0	0	0	0	0	0	0	0	0	0	0
model1_data38_4	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	38	0	0	0	0	0	0	0	0	0	0	0	0
model1_data38_5	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	40	0	0	0	0	0	0	0	0	0	0	0	0
model1_data38_6	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	42	0	0	0	0	0	0	0	0	0	0	0	0
model1_data38_7	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	44	0	0	0	0	0	0	0	0	0	0	0	0
model1_data39	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	45	0	0	0	0	0	0	0	0	0	0	0	0
model1_data39_1	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	47	0	0	0	0	0	0	0	0	0	0	0	0
model1_data39_2	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	49	0	0	0	0	0	0	0	0	0	0	0	0
model1_data39_3	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	51	0	0	0	0	0	0	0	0	0	0	0	0
model1_data39_4	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	53	0	0	0	0	0	0	0	0	0	0	0	0
model1_data39_5	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	54	0	0	0	0	0	0	0	0	0	0	0	0
model1_data40	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	55	0	0	0	0	0	0	0	0	0	0	0	0
model1_data40_1	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	56	0	0	0	0	0	0	0	0	0	0	0	0
model1_data40_2	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	57	0	0	0	0	0	0	0	0	0	0	0	0
model1_data40_3	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	58	0	0	0	0	0	0	0	0	0	0	0	0
model1_data41	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	59	0	0	0	0	0	0	0	0	0	0	0	0
model1_data42	JI09_150302_Drg345_343_CycNuc__Rp8_pCPT_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	10	60	0	0	0	0	0	0	0	0	0	0	0	0
model1_data43	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
model1_data43_1	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	0.5	0	0	0	0	0	0	0	0	0	0
model1_data43_2	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0
model1_data43_3	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0
model1_data43_4	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0
model1_data43_5	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0
model1_data43_6	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0
model1_data43_7	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	15	0	0	0	0	0	0	0	0	0	0
model1_data43_8	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0	0	0	0
model1_data43_9	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	25	0	0	0	0	0	0	0	0	0	0
model1_data44	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	30	0	0	0	0	0	0	0	0	0	0
model1_data44_1	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	32	0	0	0	0	0	0	0	0	0	0
model1_data44_2	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	34	0	0	0	0	0	0	0	0	0	0
model1_data44_3	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	36	0	0	0	0	0	0	0	0	0	0
model1_data44_4	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	38	0	0	0	0	0	0	0	0	0	0
model1_data44_5	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	40	0	0	0	0	0	0	0	0	0	0
model1_data44_6	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	42	0	0	0	0	0	0	0	0	0	0
model1_data44_7	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	44	0	0	0	0	0	0	0	0	0	0
model1_data45	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	45	0	0	0	0	0	0	0	0	0	0
model1_data45_1	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	47	0	0	0	0	0	0	0	0	0	0
model1_data45_2	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	49	0	0	0	0	0	0	0	0	0	0
model1_data45_3	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	51	0	0	0	0	0	0	0	0	0	0
model1_data45_4	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	53	0	0	0	0	0	0	0	0	0	0
model1_data45_5	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	54	0	0	0	0	0	0	0	0	0	0
model1_data46	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	55	0	0	0	0	0	0	0	0	0	0
model1_data46_1	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	56	0	0	0	0	0	0	0	0	0	0
model1_data46_2	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	57	0	0	0	0	0	0	0	0	0	0
model1_data46_3	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	58	0	0	0	0	0	0	0	0	0	0
model1_data47	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	59	0	0	0	0	0	0	0	0	0	0
model1_data48	JI09_150302_Drg345_343_CycNuc__Rp_cAMPS_pAB_and_Fsk	10	60	0	0	0	0	0	0	0	0	10	60	0	0	0	0	0	0	0	0	0	0
model1_data49	JI09_150330_Drg350_348_CycNuc__ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data50	JI09_150330_Drg350_348_CycNuc__IBMX100	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data51	JI09_150330_Drg350_348_CycNuc__Fsk10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data52	JI09_150330_Drg350_348_CycNuc__IBMX100_and_Fsk10	10	10	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data53	JI09_150330_Drg350_348_CycNuc__Sp8_Br_cAMPS_AM10	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0
model1_data54	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data54_1	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00177777777777778	0	0	0	0	0	0	0
model1_data54_2	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00355555555555556	0	0	0	0	0	0	0
model1_data54_3	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00533333333333333	0	0	0	0	0	0	0
model1_data54_4	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00711111111111111	0	0	0	0	0	0	0
model1_data54_5	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00888888888888889	0	0	0	0	0	0	0
model1_data54_6	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106666666666667	0	0	0	0	0	0	0
model1_data54_7	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124444444444444	0	0	0	0	0	0	0
model1_data54_8	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142222222222222	0	0	0	0	0	0	0
model1_data55	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0
model1_data55_1	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0231111111111111	0	0	0	0	0	0	0
model1_data55_2	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0302222222222222	0	0	0	0	0	0	0
model1_data55_3	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0373333333333333	0	0	0	0	0	0	0
model1_data55_4	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0444444444444444	0	0	0	0	0	0	0
model1_data55_5	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0515555555555556	0	0	0	0	0	0	0
model1_data55_6	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0586666666666667	0	0	0	0	0	0	0
model1_data55_7	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0657777777777778	0	0	0	0	0	0	0
model1_data55_8	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0728888888888889	0	0	0	0	0	0	0
model1_data56	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0
model1_data56_1	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115555555555556	0	0	0	0	0	0	0
model1_data56_2	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151111111111111	0	0	0	0	0	0	0
model1_data56_3	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186666666666667	0	0	0	0	0	0	0
model1_data56_4	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222222222	0	0	0	0	0	0	0
model1_data56_5	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257777777777778	0	0	0	0	0	0	0
model1_data56_6	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293333333333333	0	0	0	0	0	0	0
model1_data56_7	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328888888888889	0	0	0	0	0	0	0
model1_data56_8	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.364444444444444	0	0	0	0	0	0	0
model1_data57	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0
model1_data57_1	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
model1_data57_2	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46666666666667	0	0	0	0	0	0	0
model1_data57_3	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0
model1_data57_4	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0
model1_data57_5	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0
model1_data57_6	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53333333333333	0	0	0	0	0	0	0
model1_data57_7	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6	0	0	0	0	0	0	0
model1_data57_8	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.66666666666667	0	0	0	0	0	0	0
model1_data57_9	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.73333333333333	0	0	0	0	0	0	0
model1_data57_10	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8	0	0	0	0	0	0	0
model1_data57_11	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.86666666666667	0	0	0	0	0	0	0
model1_data57_12	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.93333333333333	0	0	0	0	0	0	0
model1_data58	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
model1_data58_1	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.11111111111111	0	0	0	0	0	0	0
model1_data58_2	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.22222222222222	0	0	0	0	0	0	0
