conditionId	conditionName	Fsk_level	Fsk_time	H89_level	H89_time	IBMX_level	IBMX_time	Rp8_Br_cAMPS_pAB_level	Rp8_Br_cAMPS_pAB_time	Rp8_pCPT_cAMPS_pAB_level	Rp8_pCPT_cAMPS_pAB_time	Rp_cAMPS_pAB_level	Rp_cAMPS_pAB_time	Sp8_Br_cAMPS_AM_level	Sp8_Br_cAMPS_AM_time	fourABnOH_level	fourABnOH_time	Fentanyl_level	Fentanyl_time	DAMGO_level	DAMGO_time	fiveHT_level	fiveHT_time
model1_data58_3	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.33333333333333	0	0	0	0	0	0	0
model1_data58_4	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.44444444444444	0	0	0	0	0	0	0
model1_data58_5	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.55555555555556	0	0	0	0	0	0	0
model1_data58_6	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.66666666666667	0	0	0	0	0	0	0
model1_data58_7	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77777777777778	0	0	0	0	0	0	0
model1_data58_8	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88888888888889	0	0	0	0	0	0	0
model1_data59	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
model1_data59_1	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.33333333333333	0	0	0	0	0	0	0
model1_data59_2	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6666666666667	0	0	0	0	0	0	0
model1_data59_3	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
model1_data59_4	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.3333333333333	0	0	0	0	0	0	0
model1_data59_5	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.6666666666667	0	0	0	0	0	0	0
model1_data59_6	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0
model1_data59_7	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.3333333333333	0	0	0	0	0	0	0
model1_data59_8	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.6666666666667	0	0	0	0	0	0	0
model1_data60	JI09_150330_Drg353_351_CycNuc__4_ABnOH_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0
model1_data61	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data61_1	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.00177777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data61_2	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.00355555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data61_3	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.00533333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data61_4	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.00711111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data61_5	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.00888888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data61_6	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.0106666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data61_7	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.0124444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data61_8	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.0142222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data62	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data62_1	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.0231111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data62_2	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.0302222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data62_3	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.0373333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data62_4	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.0444444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data62_5	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.0515555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data62_6	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.0586666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data62_7	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.0657777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data62_8	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.0728888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data63	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data63_1	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.115555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data63_2	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.151111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data63_3	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.186666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data63_4	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data63_5	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.257777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data63_6	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.293333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data63_7	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.328888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data63_8	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.364444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data64	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data64_1	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data64_2	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	1.46666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data64_3	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data64_4	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data64_5	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data64_6	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	2.53333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data64_7	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data64_8	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	4.66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data64_9	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	5.73333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data64_10	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	6.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data64_11	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	7.86666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data64_12	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	8.93333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data65	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data65_1	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	9.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data65_2	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	8.22222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data65_3	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	7.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data65_4	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	6.44444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data65_5	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	5.55555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data65_6	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	4.66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data65_7	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	3.77777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data65_8	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	2.88888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data66	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data66_1	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	7.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data66_2	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	12.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data66_3	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data66_4	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	23.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data66_5	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	28.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data66_6	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data66_7	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	39.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data66_8	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	44.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data67	JI09_150330_Drg353_351_CycNuc__Rp8_Br_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data68	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data68_1	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.00177777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data68_2	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.00355555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data68_3	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.00533333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data68_4	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.00711111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data68_5	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.00888888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data68_6	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.0106666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data68_7	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.0124444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data68_8	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.0142222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data69	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data69_1	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.0231111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data69_2	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.0302222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data69_3	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.0373333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data69_4	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.0444444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data69_5	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.0515555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data69_6	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.0586666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data69_7	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.0657777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data69_8	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.0728888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data70	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data70_1	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.115555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data70_2	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.151111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data70_3	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.186666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data70_4	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data70_5	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.257777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data70_6	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.293333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data70_7	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.328888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data70_8	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.364444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data71	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data71_1	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data71_2	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	1.46666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data71_3	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data71_4	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data71_5	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data71_6	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	2.53333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data71_7	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data71_8	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	4.66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data71_9	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	5.73333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data71_10	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	6.8	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data71_11	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	7.86666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data71_12	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	8.93333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data72	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data72_1	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	9.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data72_2	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	8.22222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data72_3	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	7.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data72_4	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	6.44444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data72_5	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	5.55555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data72_6	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	4.66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data72_7	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	3.77777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data72_8	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	2.88888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data73	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data73_1	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	7.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data73_2	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	12.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data73_3	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data73_4	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	23.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data73_5	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	28.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data73_6	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data73_7	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	39.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data73_8	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	44.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data74	JI09_150330_Drg353_351_CycNuc__Rp8_pCPT_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
model1_data75	JI09_150330_Drg353_351_CycNuc__Rp_cAMPS_pAB_and_ctrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
